Datetime,open,high,low,close,Adj Close,volume
2022-05-11 00:00:00-04:00,1835.0999755859375,1835.0999755859375,1834.5,1834.699951171875,1834.699951171875,0
2022-05-11 00:01:00-04:00,1834.5999755859375,1834.9000244140625,1834.5999755859375,1834.800048828125,1834.800048828125,102
2022-05-11 00:02:00-04:00,1834.9000244140625,1834.9000244140625,1834.5999755859375,1834.5999755859375,1834.5999755859375,75
2022-05-11 00:03:00-04:00,1834.699951171875,1834.9000244140625,1834.5,1834.800048828125,1834.800048828125,387
2022-05-11 00:04:00-04:00,1834.800048828125,1835.0,1834.699951171875,1834.9000244140625,1834.9000244140625,229
2022-05-11 00:05:00-04:00,1834.9000244140625,1835.0999755859375,1834.5999755859375,1834.800048828125,1834.800048828125,241
2022-05-11 00:06:00-04:00,1834.800048828125,1834.9000244140625,1834.5999755859375,1834.699951171875,1834.699951171875,271
2022-05-11 00:07:00-04:00,1834.699951171875,1834.800048828125,1834.5999755859375,1834.800048828125,1834.800048828125,61
2022-05-11 00:08:00-04:00,1834.800048828125,1834.9000244140625,1834.699951171875,1834.800048828125,1834.800048828125,146
2022-05-11 00:09:00-04:00,1834.800048828125,1835.0,1834.800048828125,1835.0,1835.0,329
2022-05-11 00:10:00-04:00,1835.0,1835.0999755859375,1834.800048828125,1835.0,1835.0,156
2022-05-11 00:11:00-04:00,1835.0999755859375,1835.0999755859375,1834.800048828125,1834.800048828125,1834.800048828125,149
2022-05-11 00:12:00-04:00,1834.9000244140625,1835.0,1834.800048828125,1834.800048828125,1834.800048828125,150
2022-05-11 00:13:00-04:00,1834.800048828125,1834.9000244140625,1834.5999755859375,1834.5999755859375,1834.5999755859375,138
2022-05-11 00:14:00-04:00,1834.699951171875,1834.800048828125,1834.699951171875,1834.800048828125,1834.800048828125,22
2022-05-11 00:15:00-04:00,1834.800048828125,1835.0,1834.699951171875,1835.0,1835.0,19
2022-05-11 00:16:00-04:00,1835.0,1835.199951171875,1835.0,1835.199951171875,1835.199951171875,14
2022-05-11 00:17:00-04:00,1835.300048828125,1835.5999755859375,1835.199951171875,1835.5999755859375,1835.5999755859375,19
2022-05-11 00:18:00-04:00,1835.5,1835.699951171875,1835.5,1835.5,1835.5,258
2022-05-11 00:19:00-04:00,1835.5,1835.699951171875,1835.4000244140625,1835.5999755859375,1835.5999755859375,269
2022-05-11 00:20:00-04:00,1835.699951171875,1835.699951171875,1835.5,1835.5,1835.5,9
2022-05-11 00:21:00-04:00,1835.5999755859375,1835.699951171875,1835.5999755859375,1835.5999755859375,1835.5999755859375,10
2022-05-11 00:22:00-04:00,1835.5999755859375,1835.800048828125,1835.5999755859375,1835.800048828125,1835.800048828125,26
2022-05-11 00:23:00-04:00,1835.9000244140625,1835.9000244140625,1835.5999755859375,1835.5999755859375,1835.5999755859375,36
2022-05-11 00:24:00-04:00,1835.5999755859375,1835.699951171875,1835.5,1835.5999755859375,1835.5999755859375,104
2022-05-11 00:25:00-04:00,1835.5999755859375,1835.5999755859375,1835.199951171875,1835.4000244140625,1835.4000244140625,22
2022-05-11 00:26:00-04:00,1835.300048828125,1836.4000244140625,1835.199951171875,1836.199951171875,1836.199951171875,272
2022-05-11 00:27:00-04:00,1836.300048828125,1837.699951171875,1836.300048828125,1837.5,1837.5,217
2022-05-11 00:28:00-04:00,1837.5,1837.699951171875,1837.0,1837.4000244140625,1837.4000244140625,97
2022-05-11 00:29:00-04:00,1837.4000244140625,1837.4000244140625,1837.199951171875,1837.4000244140625,1837.4000244140625,23
2022-05-11 00:30:00-04:00,1837.4000244140625,1837.5999755859375,1837.0999755859375,1837.0999755859375,1837.0999755859375,37
2022-05-11 00:31:00-04:00,1837.0,1837.0,1836.4000244140625,1836.699951171875,1836.699951171875,42
2022-05-11 00:32:00-04:00,1836.5999755859375,1836.699951171875,1836.4000244140625,1836.4000244140625,1836.4000244140625,17
2022-05-11 00:33:00-04:00,1836.300048828125,1836.4000244140625,1836.300048828125,1836.300048828125,1836.300048828125,11
2022-05-11 00:34:00-04:00,1836.300048828125,1836.4000244140625,1836.0999755859375,1836.0999755859375,1836.0999755859375,21
2022-05-11 00:35:00-04:00,1836.199951171875,1836.300048828125,1836.199951171875,1836.300048828125,1836.300048828125,14
2022-05-11 00:36:00-04:00,1836.300048828125,1836.5999755859375,1836.300048828125,1836.5,1836.5,14
2022-05-11 00:37:00-04:00,1836.5,1836.800048828125,1836.5,1836.699951171875,1836.699951171875,27
2022-05-11 00:38:00-04:00,1836.5999755859375,1836.699951171875,1836.5,1836.5,1836.5,16
2022-05-11 00:39:00-04:00,1836.5,1836.5,1836.0,1836.300048828125,1836.300048828125,44
2022-05-11 00:40:00-04:00,1836.199951171875,1837.0999755859375,1836.0,1837.0999755859375,1837.0999755859375,86
2022-05-11 00:41:00-04:00,1837.0999755859375,1837.300048828125,1837.0,1837.199951171875,1837.199951171875,7
2022-05-11 00:42:00-04:00,1837.199951171875,1837.5,1837.199951171875,1837.199951171875,1837.199951171875,37
2022-05-11 00:43:00-04:00,1837.4000244140625,1837.699951171875,1837.4000244140625,1837.699951171875,1837.699951171875,24
2022-05-11 00:44:00-04:00,1837.5999755859375,1837.5999755859375,1837.300048828125,1837.4000244140625,1837.4000244140625,30
2022-05-11 00:45:00-04:00,1837.5,1837.5999755859375,1837.5,1837.5999755859375,1837.5999755859375,29
2022-05-11 00:46:00-04:00,1837.5,1837.5999755859375,1837.300048828125,1837.4000244140625,1837.4000244140625,24
2022-05-11 00:47:00-04:00,1837.5,1837.5,1837.0999755859375,1837.199951171875,1837.199951171875,44
2022-05-11 00:48:00-04:00,1837.199951171875,1837.4000244140625,1837.0999755859375,1837.4000244140625,1837.4000244140625,19
2022-05-11 00:49:00-04:00,1837.300048828125,1837.5999755859375,1837.0999755859375,1837.5999755859375,1837.5999755859375,30
2022-05-11 00:50:00-04:00,1837.5,1837.699951171875,1837.5,1837.699951171875,1837.699951171875,11
2022-05-11 00:51:00-04:00,1837.5999755859375,1837.699951171875,1837.199951171875,1837.4000244140625,1837.4000244140625,36
2022-05-11 00:52:00-04:00,1837.300048828125,1837.4000244140625,1837.199951171875,1837.4000244140625,1837.4000244140625,5
2022-05-11 00:53:00-04:00,1837.199951171875,1837.300048828125,1837.0999755859375,1837.199951171875,1837.199951171875,19
2022-05-11 00:54:00-04:00,1837.300048828125,1837.5,1837.300048828125,1837.300048828125,1837.300048828125,13
2022-05-11 00:55:00-04:00,1837.4000244140625,1837.5999755859375,1837.4000244140625,1837.4000244140625,1837.4000244140625,17
2022-05-11 00:56:00-04:00,1837.5,1837.5,1837.4000244140625,1837.4000244140625,1837.4000244140625,6
2022-05-11 00:57:00-04:00,1837.4000244140625,1837.4000244140625,1837.199951171875,1837.199951171875,1837.199951171875,15
2022-05-11 00:58:00-04:00,1837.300048828125,1837.699951171875,1837.300048828125,1837.5999755859375,1837.5999755859375,29
2022-05-11 00:59:00-04:00,1837.5999755859375,1837.5999755859375,1837.5,1837.5,1837.5,6
2022-05-11 01:00:00-04:00,1837.5999755859375,1838.0,1837.4000244140625,1837.5,1837.5,67
2022-05-11 01:01:00-04:00,1837.300048828125,1837.300048828125,1837.0999755859375,1837.199951171875,1837.199951171875,21
2022-05-11 01:02:00-04:00,1837.199951171875,1837.9000244140625,1837.199951171875,1837.800048828125,1837.800048828125,62
2022-05-11 01:03:00-04:00,1837.9000244140625,1837.9000244140625,1837.0,1837.199951171875,1837.199951171875,106
2022-05-11 01:04:00-04:00,1837.300048828125,1837.300048828125,1837.0999755859375,1837.0999755859375,1837.0999755859375,18
2022-05-11 01:05:00-04:00,1837.0,1837.0,1836.9000244140625,1837.0,1837.0,14
2022-05-11 01:06:00-04:00,1837.0,1837.4000244140625,1837.0,1837.199951171875,1837.199951171875,20
2022-05-11 01:07:00-04:00,1837.199951171875,1837.199951171875,1836.699951171875,1836.9000244140625,1836.9000244140625,35
2022-05-11 01:08:00-04:00,1836.9000244140625,1836.9000244140625,1836.5,1836.699951171875,1836.699951171875,16
2022-05-11 01:09:00-04:00,1836.699951171875,1836.800048828125,1836.5999755859375,1836.5999755859375,1836.5999755859375,8
2022-05-11 01:10:00-04:00,1836.5999755859375,1837.300048828125,1836.300048828125,1836.9000244140625,1836.9000244140625,108
2022-05-11 01:11:00-04:00,1837.0,1837.0999755859375,1837.0,1837.0999755859375,1837.0999755859375,16
2022-05-11 01:12:00-04:00,1837.0,1837.4000244140625,1837.0,1837.199951171875,1837.199951171875,24
2022-05-11 01:13:00-04:00,1837.199951171875,1837.300048828125,1836.0999755859375,1836.4000244140625,1836.4000244140625,217
2022-05-11 01:14:00-04:00,1836.4000244140625,1836.4000244140625,1835.5999755859375,1836.300048828125,1836.300048828125,254
2022-05-11 01:15:00-04:00,1836.300048828125,1836.4000244140625,1836.199951171875,1836.4000244140625,1836.4000244140625,23
2022-05-11 01:16:00-04:00,1836.300048828125,1837.4000244140625,1836.300048828125,1836.699951171875,1836.699951171875,195
2022-05-11 01:17:00-04:00,1836.800048828125,1836.9000244140625,1836.4000244140625,1836.9000244140625,1836.9000244140625,46
2022-05-11 01:18:00-04:00,1836.9000244140625,1837.0,1836.9000244140625,1837.0,1837.0,8
2022-05-11 01:19:00-04:00,1837.0,1837.5,1837.0,1837.199951171875,1837.199951171875,22
2022-05-11 01:20:00-04:00,1837.199951171875,1837.5999755859375,1837.0999755859375,1837.5999755859375,1837.5999755859375,27
2022-05-11 01:21:00-04:00,1837.5,1837.9000244140625,1837.0999755859375,1837.0999755859375,1837.0999755859375,29
2022-05-11 01:22:00-04:00,1837.199951171875,1837.5999755859375,1837.199951171875,1837.300048828125,1837.300048828125,13
2022-05-11 01:23:00-04:00,1837.300048828125,1837.4000244140625,1837.199951171875,1837.4000244140625,1837.4000244140625,42
2022-05-11 01:24:00-04:00,1837.5,1837.5999755859375,1837.4000244140625,1837.4000244140625,1837.4000244140625,22
2022-05-11 01:25:00-04:00,1837.5999755859375,1837.5999755859375,1837.300048828125,1837.5,1837.5,30
2022-05-11 01:26:00-04:00,1837.4000244140625,1837.800048828125,1837.300048828125,1837.800048828125,1837.800048828125,20
2022-05-11 01:27:00-04:00,1837.800048828125,1837.800048828125,1837.5,1837.699951171875,1837.699951171875,18
2022-05-11 01:28:00-04:00,1837.699951171875,1837.699951171875,1837.5,1837.5999755859375,1837.5999755859375,24
2022-05-11 01:29:00-04:00,1837.699951171875,1837.800048828125,1837.5999755859375,1837.800048828125,1837.800048828125,19
2022-05-11 01:30:00-04:00,1837.699951171875,1838.0,1837.5,1837.699951171875,1837.699951171875,121
2022-05-11 01:31:00-04:00,1837.800048828125,1838.0999755859375,1837.699951171875,1837.800048828125,1837.800048828125,75
2022-05-11 01:32:00-04:00,1837.800048828125,1837.800048828125,1837.4000244140625,1837.5999755859375,1837.5999755859375,36
2022-05-11 01:33:00-04:00,1837.5,1837.5999755859375,1836.9000244140625,1836.9000244140625,1836.9000244140625,96
2022-05-11 01:34:00-04:00,1836.9000244140625,1837.9000244140625,1836.9000244140625,1837.199951171875,1837.199951171875,107
2022-05-11 01:35:00-04:00,1837.0999755859375,1837.199951171875,1836.699951171875,1836.9000244140625,1836.9000244140625,19
2022-05-11 01:36:00-04:00,1837.0999755859375,1837.0999755859375,1836.4000244140625,1836.5,1836.5,48
