Datetime,open,high,low,close,Adj Close,volume
2022-05-10 00:00:00+01:00,1.2329543828964233,1.2329543828964233,1.2329543828964233,1.2329543828964233,1.2329543828964233,0
2022-05-10 00:01:00+01:00,1.2329696416854858,1.2329696416854858,1.2329696416854858,1.2329696416854858,1.2329696416854858,0
2022-05-10 00:02:00+01:00,1.2330759763717651,1.2330759763717651,1.2330759763717651,1.2330759763717651,1.2330759763717651,0
2022-05-10 00:03:00+01:00,1.2330608367919922,1.2330608367919922,1.2330608367919922,1.2330608367919922,1.2330608367919922,0
2022-05-10 00:04:00+01:00,1.233167290687561,1.233167290687561,1.233167290687561,1.233167290687561,1.233167290687561,0
2022-05-10 00:05:00+01:00,1.2330456972122192,1.2330456972122192,1.2330456972122192,1.2330456972122192,1.2330456972122192,0
2022-05-10 00:06:00+01:00,1.2330151796340942,1.2330151796340942,1.2330151796340942,1.2330151796340942,1.2330151796340942,0
2022-05-10 00:07:00+01:00,1.2329847812652588,1.2329847812652588,1.2329847812652588,1.2329847812652588,1.2329847812652588,0
2022-05-10 00:08:00+01:00,1.2331064939498901,1.2331064939498901,1.2331064939498901,1.2331064939498901,1.2331064939498901,0
2022-05-10 00:09:00+01:00,1.2331064939498901,1.2331064939498901,1.2331064939498901,1.2331064939498901,1.2331064939498901,0
2022-05-10 00:10:00+01:00,1.233228087425232,1.233228087425232,1.233228087425232,1.233228087425232,1.233228087425232,0
2022-05-10 00:11:00+01:00,1.233136773109436,1.233136773109436,1.233136773109436,1.233136773109436,1.233136773109436,0
2022-05-10 00:12:00+01:00,1.2331976890563965,1.2331976890563965,1.2331976890563965,1.2331976890563965,1.2331976890563965,0
2022-05-10 00:13:00+01:00,1.233167290687561,1.233167290687561,1.233167290687561,1.233167290687561,1.233167290687561,0
2022-05-10 00:14:00+01:00,1.2332128286361694,1.2332128286361694,1.2332128286361694,1.2332128286361694,1.2332128286361694,0
2022-05-10 00:15:00+01:00,1.23350191116333,1.23350191116333,1.23350191116333,1.23350191116333,1.23350191116333,0
2022-05-10 00:16:00+01:00,1.2333345413208008,1.2333345413208008,1.2333345413208008,1.2333345413208008,1.2333345413208008,0
2022-05-10 00:17:00+01:00,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,0
2022-05-10 00:18:00+01:00,1.2332888841629028,1.2332888841629028,1.2332888841629028,1.2332888841629028,1.2332888841629028,0
2022-05-10 00:19:00+01:00,1.2332737445831299,1.2332737445831299,1.2332737445831299,1.2332737445831299,1.2332737445831299,0
2022-05-10 00:20:00+01:00,1.2333345413208008,1.2333345413208008,1.2333345413208008,1.2333345413208008,1.2333345413208008,0
2022-05-10 00:21:00+01:00,1.233258605003357,1.233258605003357,1.233258605003357,1.233258605003357,1.233258605003357,0
2022-05-10 00:22:00+01:00,1.2329696416854858,1.2329696416854858,1.2329696416854858,1.2329696416854858,1.2329696416854858,0
2022-05-10 00:23:00+01:00,1.233258605003357,1.233258605003357,1.233258605003357,1.233258605003357,1.233258605003357,0
2022-05-10 00:24:00+01:00,1.2332737445831299,1.2332737445831299,1.2332737445831299,1.2332737445831299,1.2332737445831299,0
2022-05-10 00:25:00+01:00,1.2332888841629028,1.2332888841629028,1.2332888841629028,1.2332888841629028,1.2332888841629028,0
2022-05-10 00:26:00+01:00,1.2333498001098633,1.2333498001098633,1.2333498001098633,1.2333498001098633,1.2333498001098633,0
2022-05-10 00:27:00+01:00,1.2333801984786987,1.2333801984786987,1.2333801984786987,1.2333801984786987,1.2333801984786987,0
2022-05-10 00:28:00+01:00,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,0
2022-05-10 00:29:00+01:00,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,0
2022-05-10 00:30:00+01:00,1.233258605003357,1.233258605003357,1.233258605003357,1.233258605003357,1.233258605003357,0
2022-05-10 00:31:00+01:00,1.2333498001098633,1.2333498001098633,1.2333498001098633,1.2333498001098633,1.2333498001098633,0
2022-05-10 00:32:00+01:00,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,0
2022-05-10 00:33:00+01:00,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,0
2022-05-10 00:34:00+01:00,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,1.2333649396896362,0
